user_id,item_id,weight,era
Atlanta Hawks_1999,blaylmo01_1999,7.475339236566737,1999-2007
Atlanta Hawks_1999,corbity01_1999,6.9726062513017535,1999-2007
Atlanta Hawks_1999,crawfch01_1999,6.665683717782408,1999-2007
Atlanta Hawks_1999,hendeal01_1999,7.04141166379481,1999-2007
Atlanta Hawks_1999,johnsan02_1999,6.786716950605081,1999-2007
Atlanta Hawks_1999,longgr01_1999,7.2305631534092925,1999-2007
Atlanta Hawks_1999,mutomdi01_1999,7.512071245835466,1999-2007
Atlanta Hawks_1999,smithst01_1999,7.181591944611865,1999-2007
Atlanta Hawks_1999,westma01_1999,6.214608098422191,1999-2007
Atlanta Hawks_2000,bowdlca01_2000,6.049733455231958,1999-2007
Atlanta Hawks_2000,colesbi01_2000,7.562681246721884,1999-2007
Atlanta Hawks_2000,crawfch01_2000,6.505784060128229,1999-2007
Atlanta Hawks_2000,ellisla01_2000,7.177782416195197,1999-2007
Atlanta Hawks_2000,hendeal01_2000,7.9287663216266955,1999-2007
Atlanta Hawks_2000,jacksji01_2000,7.92588031673756,1999-2007
Atlanta Hawks_2000,johnsan02_2000,6.049733455231958,1999-2007
Atlanta Hawks_2000,mcleoro01_2000,6.7580945044277305,1999-2007
Atlanta Hawks_2000,mutomdi01_2000,8.001355025826703,1999-2007
Atlanta Hawks_2000,rideris01_2000,7.642524134232902,1999-2007
Atlanta Hawks_2000,terryja01_2000,7.543802867501509,1999-2007
Atlanta Hawks_2000,wrighlo02_2000,7.095064377287131,1999-2007
Atlanta Hawks_2001,bowdlca01_2001,5.929589143389895,1999-2007
Atlanta Hawks_2001,crawfch01_2001,6.804614520062624,1999-2007
Atlanta Hawks_2001,glovedi01_2001,6.835184586147301,1999-2007
Atlanta Hawks_2001,hendeal01_2001,7.501634457883413,1999-2007
Atlanta Hawks_2001,johnsde03_2001,7.1808311990445555,1999-2007
Atlanta Hawks_2001,knighbr01_2001,7.21890970761906,1999-2007
Atlanta Hawks_2001,malonma01_2001,7.247080584585756,1999-2007
Atlanta Hawks_2001,mottoha01_2001,6.897704943128636,1999-2007
Atlanta Hawks_2001,mutomdi01_2001,7.448333860897476,1999-2007
Atlanta Hawks_2001,terryja01_2001,8.035926369891792,1999-2007
Atlanta Hawks_2001,wrighlo02_2001,7.5953872788539725,1999-2007
Atlanta Hawks_2002,abdursh01_2002,8.000014093678072,1999-2007
Atlanta Hawks_2002,bowdlca01_2002,6.373319789577012,1999-2007
Atlanta Hawks_2002,glovedi01_2002,7.053585727193677,1999-2007
Atlanta Hawks_2002,johnsde03_2002,7.454719949364001,1999-2007
Atlanta Hawks_2002,kukocto01_2002,7.3098814858247865,1999-2007
Atlanta Hawks_2002,mohamna01_2002,7.682021510826875,1999-2007
Atlanta Hawks_2002,mottoha01_2002,7.22402480828583,1999-2007
Atlanta Hawks_2002,newblir01_2002,7.149916836132109,1999-2007
Atlanta Hawks_2002,stricma01_2002,6.484635235635252,1999-2007
Atlanta Hawks_2002,terryja01_2002,7.995643604287271,1999-2007
Atlanta Hawks_2002,vaughja01_2002,7.526717561352706,1999-2007
Atlanta Hawks_2003,abdursh01_2003,8.035278911144667,1999-2007
Atlanta Hawks_2003,dickada01_2003,6.246106765481563,1999-2007
Atlanta Hawks_2003,glovedi01_2003,7.544861068658458,1999-2007
Atlanta Hawks_2003,hamda01_2003,6.831953565565855,1999-2007
Atlanta Hawks_2003,hendeal01_2003,7.3098814858247865,1999-2007
Atlanta Hawks_2003,newblir01_2003,7.566311014772463,1999-2007
Atlanta Hawks_2003,ratlith01_2003,7.83161727635261,1999-2007
Atlanta Hawks_2003,robingl01_2003,7.860185057472165,1999-2007
Atlanta Hawks_2003,terryja01_2003,8.033334015880062,1999-2007
Atlanta Hawks_2004,abdursh01_2004,7.579167967396076,1999-2007
Atlanta Hawks_2004,crawfch01_2004,7.0967213784947605,1999-2007
Atlanta Hawks_2004,diawbo01_2004,7.560080465021827,1999-2007
Atlanta Hawks_2004,glovedi01_2004,7.290292882446597,1999-2007
Atlanta Hawks_2004,hansetr01_2004,6.230481447578482,1999-2007
Atlanta Hawks_2004,jacksst02_2004,7.9865049385539955,1999-2007
Atlanta Hawks_2004,mohamna01_2004,6.844815479208263,1999-2007
Atlanta Hawks_2004,ratlith01_2004,7.407924322559599,1999-2007
Atlanta Hawks_2004,terryja01_2004,8.012680929706839,1999-2007
Atlanta Hawks_2004,vaughja01_2004,7.148345743900068,1999-2007
Atlanta Hawks_2005,anderke01_2005,6.576469569048224,1999-2007
Atlanta Hawks_2005,childjo01_2005,7.773594467360194,1999-2007
Atlanta Hawks_2005,collija02_2005,6.849066282633458,1999-2007
Atlanta Hawks_2005,delkto01_2005,7.201170883281678,1999-2007
Atlanta Hawks_2005,diawbo01_2005,7.091742115095153,1999-2007
Atlanta Hawks_2005,drobnpr01_2005,7.269616749608169,1999-2007
Atlanta Hawks_2005,ekeziob01_2005,6.597145701886651,1999-2007
Atlanta Hawks_2005,harrial01_2005,7.844240718141811,1999-2007
Atlanta Hawks_2005,iveyro01_2005,6.697034247666484,1999-2007
Atlanta Hawks_2005,luety01_2005,7.332369205929062,1999-2007
Atlanta Hawks_2005,smithdo04_2005,6.073044534100405,1999-2007
Atlanta Hawks_2005,smithjo03_2005,7.62608275807238,1999-2007
Atlanta Hawks_2005,walkean02_2005,7.663407664893479,1999-2007
Atlanta Hawks_2006,batises01_2006,6.206575926724928,1999-2007
Atlanta Hawks_2006,childjo01_2006,7.718685495198466,1999-2007
Atlanta Hawks_2006,edwarjo01_2006,5.6937321388027,1999-2007
Atlanta Hawks_2006,harrial01_2006,7.931284761525891,1999-2007
Atlanta Hawks_2006,iveyro01_2006,6.88653164253051,1999-2007
Atlanta Hawks_2006,johnsjo02_2006,8.114025442356757,1999-2007
Atlanta Hawks_2006,luety01_2006,7.118826249062078,1999-2007
Atlanta Hawks_2006,pachuza01_2006,7.8050670442584895,1999-2007
Atlanta Hawks_2006,smithjo03_2006,7.847762537473608,1999-2007
